ID	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0003382	GO:0003382	epithelial cell morphogenesis	31	0.522694677261639	1.51447340994253	0.0448275862068966	0.224037617491369	0.185876255220309	1709	tags=26%, list=10%, signal=23%	MET/CLDN3/RAB25/CCDC88C/BCL11B/FLNB/VSIG1/FAT1
GO:0060307	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	20	-0.527034880549774	-1.49468695536681	0.0449667043344066	0.224037617491369	0.185876255220309	2828	tags=45%, list=17%, signal=37%	ZMPSTE24/KCNE3/AKAP9/ANK2/KCNH2/SNTA1/KCNQ1/SCN5A/CACNA2D1
GO:0051791	GO:0051791	medium-chain fatty acid metabolic process	15	-0.572892693039327	-1.49410821803	0.0449350653570176	0.224037617491369	0.185876255220309	1487	tags=33%, list=9%, signal=30%	CYP4A22/ABHD2/CROT/CES1/ABHD1
GO:0010907	GO:0010907	positive regulation of glucose metabolic process	38	-0.437780585381458	-1.46064119672593	0.0451041183422242	0.224037617491369	0.185876255220309	1814	tags=32%, list=11%, signal=28%	KAT2A/SIRT1/GPT/CRY1/SRC/EPM2AIP1/GCK/PPP1R3E/INSR/IRS2/SORBS1/IGF1
GO:0046902	GO:0046902	regulation of mitochondrial membrane permeability	53	0.438752760284516	1.42886315256541	0.0451010886469673	0.224037617491369	0.185876255220309	2578	tags=26%, list=15%, signal=22%	GZMB/IER3/PMAIP1/HIP1R/PPIF/SLC25A4/BCL2/BNIP3/ZNF205/BBC3/HEBP2/MOAP1/SLC25A31/GCLC
GO:0032872	GO:0032872	regulation of stress-activated MAPK cascade	180	0.342690463393655	1.31769927882123	0.0450819672131148	0.224037617491369	0.185876255220309	2611	tags=23%, list=16%, signal=19%	RASSF2/F2RL1/LEP/SH3RF1/VEGFA/CD27/SPHK1/TRAF1/IGFBP6/SLAMF1/IGF1R/CCR7/SERPINB3/TRAF5/RASGRP1/BMP2/GADD45G/TRAF4/SEMA4C/CCL19/MAP3K3/FAS/MECOM/MMP8/IL1B/GADD45B/FCGR2B/EZR/MYC/AGER/TRAF2/BIRC7/TNF/SH3RF3/PBK/TLR9/IL26/BMP4/TRAF3/GDF6/TLR3
GO:2000351	GO:2000351	regulation of endothelial cell apoptotic process	45	0.449613122808448	1.43073492809154	0.0452418096723869	0.224217194570136	0.186025244105739	3034	tags=40%, list=18%, signal=33%	CCL2/ANGPTL4/FASLG/ICAM1/FGG/IL4/GAS6/KDR/CD160/SCG2/CD248/TNFAIP3/TNF/BRAF/TERT/ITGA4/PLCG1/SERPINE1
GO:0042446	GO:0042446	hormone biosynthetic process	67	0.418163628395502	1.41895684943646	0.0452488687782805	0.224217194570136	0.186025244105739	3016	tags=28%, list=18%, signal=23%	ADM/FFAR3/BMP6/DUOX1/HIF1A/IGF1R/BMP2/GFI1/CACNA1H/HSD3B1/EGR1/AKR1B15/CYP19A1/DIO3/CYP11B1/HSD17B6/TPO/LHCGR/STARD3
GO:0032386	GO:0032386	regulation of intracellular transport	294	0.310557081745717	1.25822028344946	0.0452261306532663	0.224217194570136	0.186025244105739	2073	tags=16%, list=12%, signal=14%	GZMB/SFN/SMAD3/IER3/LEP/EHD2/TMEM30B/WWC1/CDH1/PRR5L/MAP2/CAMK1/TNNC1/FYN/PLK3/ERBB2/PTPN14/PTGS2/ANK3/TRIM58/TNNT2/SLC1A1/KIF20B/MLC1/VAMP2/GAS6/CD36/REEP2/ABLIM3/APOD/CABP1/IL1B/CHP2/IFNG/UBAC2/USP36/EHD1/OAZ2/SAR1A/EZR/UFM1/LRRK2/BBC3/SORL1/ATP9A/CALY/GLI3
GO:0070169	GO:0070169	positive regulation of biomineral tissue development	47	0.450863388435125	1.43485256349879	0.0455259026687598	0.225380060499179	0.186990033709531	2150	tags=23%, list=13%, signal=20%	LTF/SMAD3/BMP6/PTN/BMP2/PTH/FAM20C/MEF2C/BMP7/TFAP2A/BMPR1B
GO:0014909	GO:0014909	smooth muscle cell migration	69	0.42016163104087	1.429940624258	0.0455927051671733	0.225380060499179	0.186990033709531	3034	tags=42%, list=18%, signal=35%	ITGB3/CYP1B1/CCL5/DOCK5/DDR1/GRB10/S1PR2/P2RY6/IGFBP3/BCL2/TRIB1/LPAR1/MEF2C/IGFBP5/PARVA/PLXNA1/SORL1/TACR1/PLAT/DDR2/DDIT3/DOCK4/BMP4/TPM1/TERT/PDGFA/NR4A3/PRKG1/SERPINE1
GO:0002637	GO:0002637	regulation of immunoglobulin production	65	0.411757999033129	1.39008724553358	0.0455927051671733	0.225380060499179	0.186990033709531	2348	tags=28%, list=14%, signal=24%	IL10/IL6/TBX21/CD86/TNFRSF4/IL4/EPHB2/CD28/XCL1/FCGR2B/FOXP3/EXOSC6/CD22/TRAF2/TNF/IL21/BCL6/TLR9
GO:1903305	GO:1903305	regulation of regulated secretory pathway	123	0.371322767108564	1.36397671029692	0.0456490727532097	0.225402909268554	0.187008990542474	2566	tags=24%, list=15%, signal=20%	F2RL1/PRKCB/CD84/RAB3D/CCR2/RIMS3/RAB15/GATA1/CD300A/CD177/STX1A/HMOX1/IL4/ADRA2A/ADORA2B/SYT12/STXBP1/FCGR2B/BCR/SV2B/SYT8/LRRK2/ZP3/DOC2B/BAIAP3/BRAF/VPS18/RIMS2/CACNB4
GO:0023061	GO:0023061	signal release	445	0.297772050634653	1.2574851714773	0.0456701083519591	0.225402909268554	0.187008990542474	2429	tags=20%, list=14%, signal=17%	ADM/SPP1/ADORA2A/INHBB/FFAR3/DYSF/F2RL1/SPINK1/BMP6/LEP/SLC44A4/CCL5/MCTP2/PRKCB/PTPRN2/IL6/RIMS3/FFAR2/ADORA3/OSM/PLA2G10/GPR68/AQP1/TNFRSF11A/KCNMB4/HIF1A/GHRL/GJA1/PIM3/TMEM132A/STX1A/ABCA1/FAM3D/SNCA/GPR27/OXCT1/GAL/PTGS2/TBX3/FGG/TRPM2/EDNRB/TRH/SLC30A1/ERC2/ADRA2A/VAMP2/OXTR/HNF4A/ADCYAP1/FOXA2/SCG5/NOS2/EDN1/SYT12/SMPD3/STXBP1/MEF2C/IL1B/IFNG/VGF/DNAJC5/HTR2A/SV2B/MTNR1B/SNAP29/CHRNA4/STX19/CRHBP/SYT8/SLC18A2/CYP19A1/LRRK2/LRRC8A/IL1RN/TNF/TACR1/DOC2B/STX2/GNAZ/BAIAP3/UCP2/CNR1/BRAF/PFKL/F2R/VPS18/MIF
GO:0008212	GO:0008212	mineralocorticoid metabolic process	14	0.645984047579694	1.57679791494039	0.0457458736442845	0.22559708706425	0.187170093137275	2436	tags=43%, list=14%, signal=37%	BMP6/BMP2/EDNRB/CACNA1H/SCNN1B/CYP11B1
GO:0050927	GO:0050927	positive regulation of positive chemotaxis	23	0.546626495309716	1.4961035698761	0.0459183673469388	0.225908155160396	0.187428175567706	1919	tags=30%, list=11%, signal=27%	F2RL1/SMAD3/S1PR1/VEGFA/KDR/SCG2/AGER
GO:0072311	GO:0072311	glomerular epithelial cell differentiation	23	0.546237409696722	1.49503865191186	0.0459183673469388	0.225908155160396	0.187428175567706	2529	tags=35%, list=15%, signal=30%	CD24/BASP1/FOXJ1/EDNRB/EXT1/WT1/BMP4/JAG1
GO:0010614	GO:0010614	negative regulation of cardiac muscle hypertrophy	26	0.530162976384599	1.47946485909467	0.0459183673469388	0.225908155160396	0.187428175567706	1361	tags=23%, list=8%, signal=21%	RGS2/SMAD3/TNFRSF1B/ATP2B4/PI16/JARID2
GO:0008625	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	81	0.404255754813125	1.41370550202643	0.0461997019374069	0.226931763521251	0.188277427988163	2359	tags=23%, list=14%, signal=20%	TNFRSF10C/PMAIP1/TIMP3/FASLG/ATF3/ICAM1/HMOX1/FGG/MAL/BCL2/CFLAR/TNFRSF10A/TNFAIP3/FAIM/TNF/DIABLO/PTEN/BMPR1B/MOAP1
GO:1903829	GO:1903829	positive regulation of protein localization	424	0.293589879402513	1.23364157672577	0.046189376443418	0.226931763521251	0.188277427988163	2273	tags=17%, list=14%, signal=15%	ADORA2A/GZMB/ADAM8/F2RL1/SFN/SMAD3/BMP6/LEP/PRKCB/CD247/TNFAIP6/AGR2/TMEM30B/CDH1/FFAR2/KCNN4/GPR68/PRR5L/TLR2/YAP1/FERMT2/NGFR/CLSTN3/HIF1A/EXPH5/CAMK1/GHRL/FYN/TMEM132A/PLK3/ERBB2/GPR27/EPHA2/OXCT1/PTGS2/ATP2B4/ANK3/FGG/TRPM2/NEDD9/KIF20B/TRH/VAMP2/GAS6/ITGA3/PRKCZ/EPHB2/ABLIM3/SPTBN1/PTP4A3/IL1B/CHP2/IFNG/USP36/OAZ2/PARP1/SAR1A/EZR/PYHIN1/GLIS2/LRRC8A/BBC3/SORL1/TNF/GLI3/ORMDL3/ANKRD1/DOC2B/NUP62/PRKG2/BAIAP3
GO:0019229	GO:0019229	regulation of vasoconstriction	58	0.428154808267503	1.41567493324943	0.0465116279069767	0.227921695613777	0.189098740374634	2885	tags=36%, list=17%, signal=30%	ADM/ECE1/LEP/DOCK5/KCNMB4/PTGS2/FGG/BDKRB2/ADRA2A/OXTR/EDN1/HTR2A/MTNR1B/EDN2/TACR1/MMP2/F2R/DOCK4/ADRA2C/AVP/CD38
GO:0050853	GO:0050853	B cell receptor signaling pathway	58	0.426608188893403	1.41056110470678	0.0465116279069767	0.227921695613777	0.189098740374634	2885	tags=36%, list=17%, signal=30%	PRKCB/ITK/CTLA4/CD300A/TMIGD2/PIK3CD/NFATC2/RFTN1/BCL2/VAV3/MEF2C/FCGR2B/CD22/CMTM3/BMX/NFKBIA/CD79B/BLK/LIME1/LCK/CD38
GO:0061333	GO:0061333	renal tubule morphogenesis	79	0.402593327104741	1.40029207884185	0.0464767616191904	0.227921695613777	0.189098740374634	2951	tags=33%, list=18%, signal=27%	MTSS1/HS3ST3B1/TACSTD2/IRX2/VEGFA/IRX3/BMP2/FMN1/BCL2/LHX1/MEF2C/NOG/HOXA11/FGF8/MYC/NPNT/DCHS1/GLI3/WT1/HES1/BMP4/GREB1L/GREM1/IRX1/WNT6/SIX1
GO:0051917	GO:0051917	regulation of fibrinolysis	18	-0.547913041152984	-1.515003057586	0.0468568774363664	0.229158445146014	0.190124828646201	543	tags=33%, list=3%, signal=32%	HRG/F12/SERPINF2/THBD/VTN/THBS1
GO:0035886	GO:0035886	vascular associated smooth muscle cell differentiation	28	0.525753105429999	1.48954903797587	0.046875	0.229158445146014	0.190124828646201	3455	tags=43%, list=21%, signal=34%	ADM/SOD2/VEGFA/NFATC2/KIT/SGCB/HES1/GATA6/APLNR/QKI/DNMT1/COMP
GO:0046824	GO:0046824	positive regulation of nucleocytoplasmic transport	57	0.431992356018466	1.4219649510308	0.046875	0.229158445146014	0.190124828646201	1597	tags=18%, list=9%, signal=16%	SFN/SMAD3/LEP/CDH1/CAMK1/PTGS2/GAS6/IL1B/CHP2/IFNG
GO:0008033	GO:0008033	tRNA processing	109	-0.314379019197626	-1.28320910576149	0.046930888202184	0.229250726754202	0.190201391501795	5056	tags=35%, list=30%, signal=25%	TSEN15/PTCD1/POLR3K/CLP1/TRMT61A/RPUSD4/LSM6/AARS2/HSD17B10/ELAC1/THG1L/TYW3/CDK5RAP1/ADAT1/SARS2/FAM98A/TRUB1/TRMT2B/ALKBH8/RPP30/DUS4L/TRMT12/NSUN3/MTFMT/DTWD2/ELP4/SEPSECS/TRMT6/RPP25/THUMPD1/THUMPD2/TARBP1/TRMT11/TRMT61B/PUS10/QTRT1/OSGEPL1/TSEN2
GO:0070486	GO:0070486	leukocyte aggregation	13	0.653414118615271	1.56175485738231	0.0474919829636473	0.229277790571316	0.190223845413926	3682	tags=54%, list=22%, signal=42%	ZAP70/S100A8/IL1B/S100A9/BMP7/NR4A3/SEMA4D
GO:0045064	GO:0045064	T-helper 2 cell differentiation	17	0.615664749477783	1.56084106523706	0.0472361913139328	0.229277790571316	0.190223845413926	1289	tags=41%, list=8%, signal=38%	BATF/NLRP3/BCL3/HLX/CD86/IL4/PRKCZ
GO:0015012	GO:0015012	heparan sulfate proteoglycan biosynthetic process	32	0.51662653324228	1.50752052351282	0.0474910340250189	0.229277790571316	0.190223845413926	1863	tags=22%, list=11%, signal=19%	HS3ST2/HS3ST1/HS3ST3B1/CSGALNACT1/XYLT1/EXT1/NDST3
GO:0046641	GO:0046641	positive regulation of alpha-beta T cell proliferation	25	0.537900900723465	1.49497207580206	0.0472972972972973	0.229277790571316	0.190223845413926	1461	tags=24%, list=9%, signal=22%	CCR2/PRKCQ/ZAP70/RASAL3/CD28/XCL1
GO:0043032	GO:0043032	positive regulation of macrophage activation	25	0.537268077406494	1.4932132886602	0.0472972972972973	0.229277790571316	0.190223845413926	1930	tags=28%, list=11%, signal=25%	HAMP/CCL3/IL10/TLR6/IL1RL1/MMP8/LRRK2
GO:2000516	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	43	0.473780713079617	1.49265662228123	0.0475657024352828	0.229277790571316	0.190223845413926	2072	tags=28%, list=12%, signal=25%	NLRP3/HLX/PRKCQ/CD86/CCL19/PRKCZ/CD28/XCL1/IFNG/CD160/FOXP3/SOCS1
GO:0046627	GO:0046627	negative regulation of insulin receptor signaling pathway	33	0.502413258157037	1.47118229347116	0.0469798657718121	0.229277790571316	0.190223845413926	2145	tags=33%, list=13%, signal=29%	KANK1/PRKCB/SOCS3/PID1/PRKCQ/PTPRE/GRB10/PRKCZ/IL1B/SOCS1/TRIM72
GO:0030501	GO:0030501	positive regulation of bone mineralization	38	0.483209628758786	1.46815738813149	0.0473856209150327	0.229277790571316	0.190223845413926	2487	tags=32%, list=15%, signal=27%	LTF/SMAD3/BMP6/PTN/BMP2/PTH/FAM20C/MEF2C/BMP7/TFAP2A/BMPR1B/BMP4
GO:0061462	GO:0061462	protein localization to lysosome	47	-0.410464163738542	-1.44206809966135	0.0473696422359635	0.229277790571316	0.190223845413926	4875	tags=51%, list=29%, signal=36%	RTN4/NCOA4/LAPTM5/RNF128/PIK3R4/CACNG5/CACNG8/PIK3C3/VPS54/M6PR/LAMP2/VPS53/NAGPA/GGA3/AP3B1/CACNG4/LMBRD1/CD81/SORT1/CACNG3/ROCK2/NEDD4/KPTN/SH3BP4
GO:0019884	GO:0019884	antigen processing and presentation of exogenous antigen	46	-0.401782354363001	-1.40309298063747	0.0474997786157326	0.229277790571316	0.190223845413926	4326	tags=52%, list=26%, signal=39%	MFSD6/HLA-DMB/HLA-DPA1/HLA-DQA1/HLA-DRA/CD1E/HLA-DQB1/DNM2/HLA-DMA/TRAF6/HLA-DQA2/HLA-DOA/AP3B1/HLA-DRB3/LNPEP/HLA-DQB2/CD1A/PIKFYVE/HLA-DRB1/HLA-DRB5/CTSF/CD74/HLA-DPB1/HLA-DRB4
GO:0001657	GO:0001657	ureteric bud development	97	0.393057732077442	1.39663374200586	0.0472673559822747	0.229277790571316	0.190223845413926	2951	tags=32%, list=18%, signal=27%	HS3ST3B1/EPCAM/SMAD3/BASP1/TACSTD2/VEGFA/SDC1/FOXJ1/BMP2/FMN1/BCL2/CRLF1/LHX1/NOG/HOXA11/FGF8/GDF11/BMP7/MYC/NPNT/DCHS1/GLI3/WT1/HES1/BMP4/GREB1L/BMPER/GREM1/CALB1/WNT6/SIX1
GO:0072163	GO:0072163	mesonephric epithelium development	98	0.390927468437776	1.38968315282696	0.0471976401179941	0.229277790571316	0.190223845413926	2951	tags=32%, list=18%, signal=26%	HS3ST3B1/EPCAM/SMAD3/BASP1/TACSTD2/VEGFA/SDC1/FOXJ1/BMP2/FMN1/BCL2/CRLF1/LHX1/NOG/HOXA11/FGF8/GDF11/BMP7/MYC/NPNT/DCHS1/GLI3/WT1/HES1/BMP4/GREB1L/BMPER/GREM1/CALB1/WNT6/SIX1
GO:0072164	GO:0072164	mesonephric tubule development	98	0.390927468437776	1.38968315282696	0.0471976401179941	0.229277790571316	0.190223845413926	2951	tags=32%, list=18%, signal=26%	HS3ST3B1/EPCAM/SMAD3/BASP1/TACSTD2/VEGFA/SDC1/FOXJ1/BMP2/FMN1/BCL2/CRLF1/LHX1/NOG/HOXA11/FGF8/GDF11/BMP7/MYC/NPNT/DCHS1/GLI3/WT1/HES1/BMP4/GREB1L/BMPER/GREM1/CALB1/WNT6/SIX1
GO:1901890	GO:1901890	positive regulation of cell junction assembly	99	0.388844748960646	1.38244591564491	0.0475482912332838	0.229277790571316	0.190223845413926	1822	tags=21%, list=11%, signal=19%	CRB3/SMAD3/CLDN3/HOPX/VEGFA/FERMT2/CLSTN3/GHRL/IRX3/EPHA2/SRPX2/FMN1/FLRT2/OXTR/LIMS1/KDR/EPHB2/FLRT3/EPHB3/THY1/FLOT1
GO:0045598	GO:0045598	regulation of fat cell differentiation	123	0.370330620842803	1.3603322679961	0.0470756062767475	0.229277790571316	0.190223845413926	2529	tags=26%, list=15%, signal=22%	CMKLR1/SMAD3/LEP/WIF1/IL6/SOD2/YAP1/FERMT2/LMO3/MEX3C/RARRES2/BMP2/PTGS2/METRNL/RORC/TRIB3/ZFP36L1/RUNX1T1/LRP3/HTR2A/BMP7/KLF5/TRIB2/TNF/ID2/PIM1/VSTM2A/FLCN/HES1/ZFP36/DDIT3/JAG1
GO:0001558	GO:0001558	regulation of cell growth	377	0.29764729591704	1.23883382497423	0.0472813238770686	0.229277790571316	0.190223845413926	1696	tags=14%, list=10%, signal=13%	SPP1/HAMP/FBLN5/RGS2/SFN/SMAD3/CTTN/CXCR4/SLC44A4/KRT17/SEMA7A/CRABP2/CDA/CPNE5/CDH1/VEGFA/MAP2/SPHK1/YAP1/PRKCQ/SGK1/CLSTN3/IGFBP7/GJA1/DDR1/SEMA6B/RNF157/ERBB2/SEMA4C/SEMA6C/S100A8/IGFBP3/BCL2/HNF4A/SEMA3B/NEDD4L/OSGIN1/PI16/EDN1/CPNE6/NANOS1/IGFBP5/SCGB3A1/CDKN1A/PTPRS/S100A9/RTN4R/SLC23A2/BCL11A/NTN1/SPAG9/MMP14
GO:0090068	GO:0090068	positive regulation of cell cycle process	229	-0.268126035488062	-1.2125798767467	0.0475105556170425	0.229277790571316	0.190223845413926	3631	tags=25%, list=22%, signal=20%	KIF3B/SPAST/RAB11A/RCC2/CDC7/STRA8/DYNC1LI1/ZNF16/CEP120/HOXA13/DDX11/PKN2/STXBP4/ATRX/EPGN/CDC6/CHEK2/KAT5/AURKC/CDC14C/PLRG1/CDC14A/CCND3/KIF14/SH2B1/OR1A2/NUDT16/NUMA1/ADAM17/CDC73/ECT2/E2F8/SSTR5/SASS6/SMC2/NCAPD3/HSPA2/CRNN/KLHL18/SMC6/PRKCE/THOC1/RRM2B/SMC5/PLK4/FGF10/EREG/MSX2/ROCK2/GEN1/UBE2E2/INSR/MTA3/IL1A/IGF1/CENPV/SVIL
GO:0070857	GO:0070857	regulation of bile acid biosynthetic process	10	-0.646778710809833	-1.49531638342881	0.0477451694624115	0.229821988248955	0.190675347387352	2796	tags=40%, list=17%, signal=33%	CYP7A1/FGFR4/SIRT1/CES1
GO:0001959	GO:0001959	regulation of cytokine-mediated signaling pathway	139	0.362625876230697	1.35301841269147	0.047752808988764	0.229821988248955	0.190675347387352	2019	tags=17%, list=12%, signal=15%	IL1R2/F2RL1/CD24/CXCR4/CCL5/IRAK2/IL6/ECM1/MMP12/SPHK1/IL1R1/HIF1A/PADI2/ARG1/IRGM/GAS6/GFI1/EDN1/PXDN/TNFAIP3/TRAF2/SIGIRR/BIRC7/IL1RN
GO:0060071	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	53	-0.381046916231735	-1.37274030889106	0.0481613354209657	0.231608161178153	0.192157273230757	2259	tags=28%, list=13%, signal=25%	GPC6/MLLT3/SMURF1/RYK/CELSR3/RAC1/DAAM1/MKS1/PRICKLE1/WNT9B/MAGI2/RSPO3/PLEKHA4/FZD7/GRHL3
GO:0031272	GO:0031272	regulation of pseudopodium assembly	10	0.676563701668457	1.51937607394454	0.0483870967741935	0.232228284012726	0.19267176767842	1701	tags=50%, list=10%, signal=45%	F2RL1/CDC42EP2/CCR7/KIT/CDC42EP5
GO:0031274	GO:0031274	positive regulation of pseudopodium assembly	10	0.676563701668457	1.51937607394454	0.0483870967741935	0.232228284012726	0.19267176767842	1701	tags=50%, list=10%, signal=45%	F2RL1/CDC42EP2/CCR7/KIT/CDC42EP5
GO:0010866	GO:0010866	regulation of triglyceride biosynthetic process	18	0.587980838122986	1.51275949301157	0.0484027631030722	0.232228284012726	0.19267176767842	4043	tags=50%, list=24%, signal=38%	PLIN5/THRSP/C3/DGAT2/SCARB1/RGN/MFSD2A/GPLD1/SREBF1
GO:0009084	GO:0009084	glutamine family amino acid biosynthetic process	15	0.617254736060514	1.52200940130849	0.0484739676840215	0.232389903896927	0.192805858101184	280	tags=13%, list=2%, signal=13%	ASS1/PYCR1
GO:0070986	GO:0070986	left/right axis specification	14	-0.587674059761094	-1.50402407163951	0.0488625982216223	0.234071874234129	0.194201330661424	2784	tags=50%, list=17%, signal=42%	PITX2/ARL13B/MNS1/CITED2/AHI1/EPB41L5/SMO
GO:1903306	GO:1903306	negative regulation of regulated secretory pathway	24	0.543071071102647	1.49579786585209	0.0489864864864865	0.23412214297631	0.194243036896546	1707	tags=29%, list=10%, signal=26%	CD84/CCR2/CD300A/HMOX1/ADRA2A/FCGR2B/BCR
GO:0036474	GO:0036474	cell death in response to hydrogen peroxide	25	0.534912447218429	1.4866663552988	0.0489864864864865	0.23412214297631	0.194243036896546	3212	tags=40%, list=19%, signal=32%	MET/IL10/PYCR1/PAWR/RNF112/LRRK2/DDR2/NR4A3/TXN/HGF
GO:0016049	GO:0016049	cell growth	447	0.29155974471938	1.23048731111389	0.0489749430523918	0.23412214297631	0.194243036896546	3264	tags=24%, list=19%, signal=20%	SPP1/HAMP/FBLN5/RGS2/SFN/SMAD3/CTTN/CXCR4/SLC44A4/KRT17/SEMA7A/CRABP2/CDA/CPNE5/CDH1/VEGFA/MAP2/SPHK1/YAP1/PRKCQ/SGK1/CLSTN3/MEX3C/IGFBP7/GJA1/DDR1/SEMA6B/RNF157/ERBB2/NRN1/SEMA4C/SEMA6C/S100A8/IGFBP3/AUTS2/BCL2/HNF4A/SEMA3B/NEDD4L/PRKCZ/OSGIN1/PI16/FLRT3/EDN1/CPNE6/NANOS1/IGFBP5/SCGB3A1/CDKN1A/PTPRS/S100A9/RTN4R/SLC23A2/EXT1/BCL11A/NTN1/PLXNA1/SPAG6/SPAG9/MMP14/VCL/PAPPA2/BARHL2/WT1/IGFBP4/EDN2/NDEL1/FLCN/BCL6/L1CAM/SGK2/PRSS2/RIMS2/CACNG7/NRP2/FGF13/MACF1/ROS1/ITGA4/EFNA5/GREM1/ENO1/CDKN2D/HPN/DCUN1D3/KLHL22/ZNF639/OLFM1/AVP/MT3/CD38/TGFBR1/PRKG1/WNT5A/RAPH1/MAPKAP1/TNN/MAP1B/DCLK1/PRMT2/PAK6/HYAL1/APP/KIAA0319/CDKN1B/SEMA3E
GO:0043589	GO:0043589	skin morphogenesis	11	0.658353920677681	1.5122451659538	0.0491803278688525	0.234325346784363	0.194411628061326	1028	tags=27%, list=6%, signal=26%	ITGB4/COL1A1/TP63
GO:0036297	GO:0036297	interstrand cross-link repair	29	-0.461545206228316	-1.46022012372515	0.0490714241697007	0.234325346784363	0.194411628061326	4989	tags=55%, list=30%, signal=39%	FANCM/RAD51/FANCD2/RNF168/MCM8/NEIL3/DCLRE1C/DCLRE1B/ERCC4/ATR/FANCB/FANCC/FANCA/RNF8/XPA/FANCL
GO:0048661	GO:0048661	positive regulation of smooth muscle cell proliferation	81	0.403200900636678	1.41001661662326	0.0491803278688525	0.234325346784363	0.194411628061326	2645	tags=32%, list=16%, signal=27%	MMP9/ITGB3/IL10/CCL5/S1PR1/IL6/IL6R/NOTCH3/IGF1R/GJA1/PTGS2/HMOX1/P2RY6/EDN1/SMPD3/IGFBP5/ERN1/TNF/ID2/IRAK1/MMP2/DDR2/STAT1/BMP4/CX3CL1/TERT
GO:0007492	GO:0007492	endoderm development	81	0.402359821888651	1.40707531612335	0.0491803278688525	0.234325346784363	0.194411628061326	2761	tags=36%, list=16%, signal=30%	MMP9/SMAD3/LAMB3/NKX2-1/LAMA3/EOMES/DUSP2/LAMC1/DUSP5/COL8A1/DUSP4/HMGA2/LHX1/COL4A2/MMP8/ZFP36L1/NOG/EXT1/FGF8/ITGA7/MMP14/SOX2/ARC/MMP2/BMP4/GATA6/NR0B1/ITGA4/POU5F1
GO:0043620	GO:0043620	regulation of DNA-templated transcription in response to stress	43	0.456621234197355	1.43859530428875	0.0492845786963434	0.234641568366757	0.194673986160887	2627	tags=30%, list=16%, signal=26%	MUC1/CREB3L3/VEGFA/HIF1A/ATF3/HMOX1/RGS14/KLF2/EGR1/CREB3L1/DDIT3/ANKRD2/NCK2
GO:0033689	GO:0033689	negative regulation of osteoblast proliferation	11	0.675800859854989	1.55232094981853	0.0495676233152262	0.235334346504559	0.195248760198368	3089	tags=45%, list=18%, signal=37%	SMAD3/BCL2/MN1/GREM1/TNN
GO:1901862	GO:1901862	negative regulation of muscle tissue development	12	0.647743929512139	1.51247031560359	0.0497447990486287	0.235334346504559	0.195248760198368	2487	tags=42%, list=15%, signal=36%	LEF1/IGFBP5/FGF8/FLCN/BMP4
GO:0097084	GO:0097084	vascular associated smooth muscle cell development	12	0.643923716801175	1.50355018827955	0.0499075785582255	0.235334346504559	0.195248760198368	1190	tags=25%, list=7%, signal=23%	ADM/VEGFA/SGCB
GO:0070509	GO:0070509	calcium ion import	43	0.47235289545358	1.48815825124991	0.0494825854056512	0.235334346504559	0.195248760198368	1117	tags=14%, list=7%, signal=13%	CCL2/CCL3/SPINK1/CACNA1G/SLC30A1/ATP2C2
GO:1901658	GO:1901658	glycosyl compound catabolic process	31	0.510421680889455	1.47891321108347	0.05	0.235334346504559	0.195248760198368	1838	tags=26%, list=11%, signal=23%	APOBEC3A/APOBEC3B/CDA/ADA/UPB1/APOBEC3H/APOBEC3G/APOBEC3F
GO:0045947	GO:0045947	negative regulation of translational initiation	15	-0.56594361459385	-1.47598497202028	0.0496649873545647	0.235334346504559	0.195248760198368	6517	tags=87%, list=39%, signal=53%	LARP1/TPR/EIF2S1/FMR1/EIF2AK4/EIF2AK3/EIF4EBP1/EIF4EBP2/EIF3E/BANK1/EIF2AK1/PAIP2/PAIP2B
GO:0006949	GO:0006949	syncytium formation	55	0.432589710500062	1.4132258773221	0.05	0.235334346504559	0.195248760198368	1921	tags=29%, list=11%, signal=26%	TNFSF14/GDF15/EHD2/DOCK5/CAMK1/PLEKHO1/NFATC2/CXCL10/IL4/SBNO2/CFLAR/SCGB3A1/EHD1/CACNA1H/FLOT1/CYP19A1
GO:0043407	GO:0043407	negative regulation of MAP kinase activity	57	0.427981780121636	1.40876356383195	0.05	0.235334346504559	0.195248760198368	2487	tags=25%, list=15%, signal=21%	UCHL1/RGS2/SPRY2/CD300A/LAX1/SERPINB3/BMP2/RGS14/IL1B/BMP7/SORL1/CBLC/NUP62/BMP4
GO:0046470	GO:0046470	phosphatidylcholine metabolic process	71	0.408318381860707	1.4015071098133	0.0498489425981873	0.235334346504559	0.195248760198368	1931	tags=20%, list=11%, signal=18%	PLA2G7/SLC44A4/PLA2G10/ENPP2/SLC44A1/MBOAT7/FABP3/LPCAT1/CHKA/GDPD3/LPGAT1/SLC44A3/MBOAT2/SCARB1
